n	expression
1229	((((0x12+0x34)+0x56)*0x7)+0x89)
1230	(((((0x1+0x2)*0x3)+0x456)+0x78)-0x9)
1231	(0x123-(0x4*((0x5-0x67)-0x89)))
1232	(((0x1+0x23)-0x4)+(0x5*(0x67+0x89)))
1233	((((0x1+0x23)-0x45)+(0x6*0x7))*0x89)
1234	(((((0x1-0x2)*0x3)*0x4)+0x567)-0x89)
1235	((((0x123+0x4)*0x5)-0x67)-0x89)
1236	((((0x12-0x3)+0x456)+0x78)-0x9)
1237	(((((0x1-0x2)*0x3)+0x456)-0x7)+0x89)
1238	(((((0x1*0x2)-0x3)+0x456)+0x78)+0x9)
1239	(((((0x1*0x2)-0x3)+0x456)-0x7)+0x89)
1240	(((((0x1+0x2)-0x3)+0x456)-0x7)+0x89)
1241	(((((0x1*0x2)-0x3)-0x4)+0x567)-0x89)
1242	((((0x12+0x3)+0x456)+0x78)-0x9)
1243	(((((0x1-0x23)*0x4)*0x5)-0x6)+0x789)
1244	(((((0x1*0x2)+0x3)+0x456)+0x78)+0x9)
1245	(((((0x1*0x2)*0x3)+0x456)+0x78)+0x9)
1246	(((((0x1*0x2)*0x3)+0x456)-0x7)+0x89)
1247	(((((0x1*0x2)+0x3)-0x4)+0x567)-0x89)
1248	((0x123-0x45)-((0x6-0x78)*0x9))
1249	(((((0x1*0x2)-0x3)+0x4)+0x567)-0x89)
1250	(((((0x1+0x2)-0x3)+0x4)+0x567)-0x89)
1251	(((((0x1+0x2)*0x3)-0x4)+0x567)-0x89)
1252	(((0x12-(0x3*0x4))+0x567)-0x89)
1253	(((((0x1*0x2)-0x3)+0x456)+0x7)+0x89)
1254	((((0x12-0x3)+0x456)+0x78)+0x9)
1255	((((0x12-0x3)+0x456)-0x7)+0x89)
1256	((((0x1*0x23)+0x456)+0x78)-0x9)
1257	(((0x123+0x456)-0x7)-0x89)
1258	(((((0x123*0x4)+0x56)+0x7)-0x8)+0x9)
1259	(((((0x1*0x2)+0x3)+0x456)+0x7)+0x89)
1260	((((0x12+0x3)+0x456)+0x78)+0x9)
1261	((((0x12+0x3)+0x456)-0x7)+0x89)
1262	(((0x12*(0x3+0x45))+0x67)-0x89)
1263	((((0x12+0x3)-0x4)+0x567)-0x89)
1264	((0x12-((0x3-0x4)*0x567))-0x89)
1265	((((0x12-0x3)+0x4)+0x567)-0x89)
1266	(((0x12*(0x34+0x5))+0x67)+0x89)
1267	((((0x1+0x2)*(0x3+0x4))+0x567)-0x89)
1268	((0x1+(0x2*(0x3+0x456)))-(0x7*0x89))
1269	((((0x12-0x3)+0x456)+0x7)+0x89)
1270	((((0x123-0x4)-0x56)*0x7)-0x89)
1271	(((0x123+0x456)+0x7)-0x89)
1272	(((0x123+0x456)-0x78)-0x9)
1273	(((((0x123*0x4)+0x5)+0x67)-0x8)+0x9)
1274	((((0x1*0x23)+0x456)+0x78)+0x9)
1275	((((0x1*0x23)+0x456)-0x7)+0x89)
1276	((((0x1+0x23)+0x456)-0x7)+0x89)
1277	((((0x1*0x23)-0x4)+0x567)-0x89)
1278	((((0x1+0x23)-0x4)+0x567)-0x89)
1279	(((((0x123*0x4)-0x5)+0x67)+0x8)+0x9)
1280	(((0x1-0x234)-0x56)+0x789)
1281	(((0x123-0x4)-0x56)+(0x78*0x9))
1282	((0x123+0x456)-(0x7*(0x8+0x9)))
1283	(((((0x123*0x4)-0x5)-0x6)-0x7)+0x89)
1284	(((0x12+0x3)*0x4)+(0x5*(0x67+0x89)))
1285	((((0x1*0x23)+0x4)+0x567)-0x89)
1286	((((0x1+0x23)+0x4)+0x567)-0x89)
1287	((0x12+(0x3*(0x45-0x6)))+(0x78*0x9))
1288	((((0x1*0x234)-0x5)+(0x6*0x78))+0x9)
1289	((((0x1*0x23)+0x456)+0x7)+0x89)
1290	(((0x123+0x456)-0x78)+0x9)
1291	((0x1-0x234)+((0x56+0x78)*0x9))
1292	(((((0x123*0x4)+0x5)-0x6)+0x78)+0x9)
1293	((((0x12*0x3)+0x456)+0x78)+0x9)
1294	((((0x12*0x3)+0x456)-0x7)+0x89)
1295	(((((0x12+0x34)+0x56)+0x7)*0x8)-0x9)
1296	((((0x12*0x3)-0x4)+0x567)-0x89)
1297	((((0x1-0x2)+0x34)+0x567)-0x89)
1298	((((0x1*0x234)+0x5)+(0x6*0x78))+0x9)
1299	(((((0x12+0x3)*0x45)-0x6)-0x7)-0x89)
1300	((((0x1*0x2)+0x34)+0x567)-0x89)
1301	((((0x1+0x2)+0x34)+0x567)-0x89)
1302	((((0x1-(0x2*0x3))*0x45)+0x678)-0x9)
1303	(((0x1*0x234)+(0x56*0x7))+0x89)
1304	((((0x12*0x3)+0x4)+0x567)-0x89)
1305	(((((0x12-0x3)+0x4)-0x5)*0x67)-0x89)
1306	((((0x12-0x3)*0x4)+0x567)-0x89)
1307	(((((0x123*0x4)+0x5)-0x6)+0x7)+0x89)
1308	((((0x12*0x3)+0x456)+0x7)+0x89)
1309	(((((0x123*0x4)-0x5)+0x6)+0x7)+0x89)
1310	((((0x1+0x23)*0x4)+0x56)+(0x78*0x9))
1311	((((0x1-0x23)-0x45)*0x6)+0x789)
1312	(((((0x123-0x4)*0x5)+0x6)-0x78)-0x9)
1313	(((0x12+0x34)-0x567)*(0x8-0x9))
1314	(((0x12*0x34)+(0x5*0x67))-0x89)
1315	(((((0x123-0x4)*0x5)-0x67)-0x8)-0x9)
1316	(((0x12+0x34)+0x567)-0x89)
1317	((0x12*(0x34-0x56))+0x789)
1318	(0x12-(0x34*((0x56-0x78)+0x9)))
1319	(((((0x123*0x4)+0x5)+0x6)+0x7)+0x89)
1320	(((((0x12*0x3)*0x4)*0x5)+0x67)+0x89)
1321	(((0x1*0x23)*((0x4-0x56)+0x78))-0x9)
1322	(((0x123+0x456)-0x7)-(0x8*0x9))
1323	((((0x12-0x3)*0x4)-0x567)*(0x8-0x9))
1324	(((((0x123-0x45)*0x6)-0x7)+0x8)-0x9)
1325	(((0x123+0x45)+0x6)+(0x7*0x89))
1326	((((0x123+0x4)-0x56)*0x7)-0x89)
1327	(((((0x1-0x2)*0x3)-0x4)*0x56)+0x789)
1328	((0x1-(0x23*(0x45-0x67)))+0x89)
1329	(((((0x1-0x2)-0x34)+0x567)+0x8)-0x9)
1330	((((0x12+0x3)*0x4)+0x567)-0x89)
1331	(((0x1*0x2)*(0x345-0x67))-0x89)
1332	((((0x12-0x34)+0x567)-0x8)-0x9)
1333	(((((0x1+0x2)-0x34)+0x567)+0x8)-0x9)
1334	((0x123*0x4)-(0x5*(0x67-0x89)))
1335	(((((0x1+0x2)-0x34)+0x567)-0x8)+0x9)
1336	(((0x1-0x234)-(0x5*0x6))+0x789)
1337	(((((0x123+0x4)*0x5)+0x6)-0x7)-0x89)
1338	(((((0x123-0x45)*0x6)+0x7)+0x8)-0x9)
1339	(((((0x123+0x4)*0x5)-0x6)+0x7)-0x89)
1340	(((0x123+0x4)+0x56)+(0x7*0x89))
1341	(((((0x1-0x23)+0x45)-0x6)+0x78)*0x9)
1342	(((((0x123-0x45)*0x6)-0x7)+0x8)+0x9)
1343	((((0x1+0x23)+0x4)-0x567)*(0x8-0x9))
1344	(((((0x1-0x23)-0x4)+0x567)+0x8)-0x9)
1345	((0x12-((0x3+0x4)*0x56))+0x789)
1346	(((((0x1-0x23)-0x4)+0x567)-0x8)+0x9)
1347	(((((0x1-0x2)-0x34)+0x567)+0x8)+0x9)
1348	((((0x12-0x34)+0x567)+0x8)-0x9)
1349	((0x12-0x34)-(0x567*(0x8-0x9)))
1350	((((0x1*0x2)*0x34)+0x567)-0x89)
1351	(((0x1+(0x2*0x34))+0x567)-0x89)
1352	(((((0x1-0x23)+0x4)+0x567)+0x8)-0x9)
1353	(((((0x12+0x34)-0x5)+0x67)*0x8)+0x9)
1354	(((0x123+0x456)-(0x7*0x8))+0x9)
1355	((((0x1-0x234)-0x5)-0x6)+0x789)
1356	(((0x123*(0x4-0x5))+0x678)-0x9)
1357	((((0x1-0x2)*0x34)*(0x5+0x6))+0x789)
1358	(((((0x123+0x4)*0x5)-0x6)-0x78)+0x9)
1359	((0x123+0x45)+((0x67+0x8)*0x9))
1360	(((0x1+0x2)-(0x34*(0x5+0x6)))+0x789)
1361	((((0x123*0x4)+0x56)+0x78)-0x9)
1362	(((((0x1-0x23)-0x4)+0x567)+0x8)+0x9)
1363	(((((0x12+0x3)*0x45)-0x67)+0x8)+0x9)
1364	(((0x1+0x234)*(0x5-0x6))+0x789)
1365	((((0x1-0x234)+0x5)-0x6)+0x789)
1366	((((0x12-0x34)+0x567)+0x8)+0x9)
1367	((((0x1-0x234)-0x5)+0x6)+0x789)
1368	((((0x1-0x234)-0x5)+(0x6*0x78))*0x9)
1369	((((0x12*0x3)+0x4)+0x567)-(0x8*0x9))
1370	(((((0x1-0x23)+0x4)+0x567)+0x8)+0x9)
1371	(((((0x1-0x2)-0x3)*0x45)+0x678)-0x9)
1372	(((0x12*(0x3+0x4))+0x567)-0x89)
1373	(((((0x12+0x3)-0x4)-0x5)*0x67)+0x89)
1374	(((0x123*(0x4-0x5))+0x678)+0x9)
1375	((((0x123-0x45)-0x6)*0x7)-0x89)
1376	((((0x123+0x4)-0x5)+0x6)+(0x78*0x9))
1377	((((0x1-0x234)+0x5)+0x6)+0x789)
1378	((((0x123-0x4)+0x5)+0x6)+(0x78*0x9))
1379	((((0x123*0x4)+0x56)+0x78)+0x9)
1380	((((0x123*0x4)+0x56)-0x7)+0x89)
1381	(((0x1-(0x23*0x4))+0x567)+0x89)
1382	(((((0x1-0x2)-0x34)*0x5)+0x678)-0x9)
1383	(((((0x12+0x3)-0x4)+0x567)-0x8)-0x9)
1384	((((0x1-0x23)*0x4)+0x567)+0x89)
1385	(((((0x12-0x3)+0x4)+0x567)-0x8)-0x9)
1386	((((0x1*0x23)*0x4)+0x567)-0x89)
1387	(((0x1+(0x23*0x4))+0x567)-0x89)
1388	((((0x12-(0x3*0x4))+0x567)+0x8)-0x9)
1389	(((((0x1-0x2)-0x3)*0x45)+0x678)+0x9)
1390	((((0x1+0x23)*0x4)+0x567)-0x89)
1391	((((0x123+0x456)+0x7)-0x8)-0x9)
1392	((0x123+0x456)+((0x7-0x8)*0x9))
1393	((((0x123+0x456)-0x7)+0x8)-0x9)
1394	((((0x123*0x4)+0x56)+0x7)+0x89)
1395	((((0x123+0x456)-0x7)-0x8)+0x9)
1396	(((0x1-0x234)+(0x5*0x6))+0x789)
1397	(((((0x1*0x2)-0x34)*0x5)+0x678)-0x9)
1398	(((((0x1+0x23)-0x4)+0x567)-0x8)-0x9)
1399	((((0x123*0x4)-0x5)+0x67)+0x89)
1400	(((0x1-0x2)+(0x3*0x456))-0x789)
1401	((((0x123-0x4)*0x5)+0x67)-0x89)
1402	((((0x1+0x2)*0x34)+0x567)-0x89)
1403	(((0x1*0x2)+(0x3*0x456))-0x789)
1404	(((0x1+0x2)+(0x3*0x456))-0x789)
1405	(((0x12-(0x34*0x5))+0x678)-0x9)
1406	(((((0x1+0x23)+0x4)+0x567)-0x8)-0x9)
1407	((((0x123+0x456)+0x7)+0x8)-0x9)
1408	((0x123+0x456)-(0x7*(0x8-0x9)))
1409	((((0x123*0x4)+0x5)+0x67)+0x89)
1410	(((0x1+0x2)*(0x3+0x456))-0x789)
1411	((((0x123+0x456)-0x7)+0x8)+0x9)
1412	((((0x12+(0x3*0x4))+0x567)+0x8)-0x9)
1413	(((((0x1*0x23)-0x4)+0x567)+0x8)-0x9)
1414	(((((0x1+0x23)-0x4)+0x567)+0x8)-0x9)
1415	((((0x12+0x3)*0x45)+0x67)-0x89)
1416	(((((0x1+0x23)-0x4)+0x567)-0x8)+0x9)
1417	(((0x1-(0x2*0x34))+0x567)+0x89)
1418	((((0x12+0x3)*0x45)-0x67)+(0x8*0x9))
1419	((0x12+(0x3*0x456))-0x789)
1420	(((((0x1*0x2)+0x34)+0x567)-0x8)-0x9)
1421	(((0x12-0x34)+0x567)+(0x8*0x9))
1422	(((((0x1+0x23)+0x4)+0x567)+0x8)-0x9)
1423	(((0x12-(0x34*0x5))+0x678)+0x9)
1424	(((((0x1+0x23)+0x4)+0x567)-0x8)+0x9)
1425	((((0x1*0x23)+0x4)*0x56)-0x789)
1426	((0x1+((0x23+0x4)*0x56))-0x789)
1427	(((0x12*0x3)+(0x45*0x6))+(0x7*0x89))
1428	((0x1*0x2)*(((0x345+0x6)-0x78)-0x9))
1429	(0x1+(0x2*(((0x345+0x6)-0x78)-0x9)))
1430	((((0x12+(0x3*0x4))+0x567)+0x8)+0x9)
1431	((((0x1+0x234)-0x5)*0x6)-0x789)
1432	(((((0x1+0x23)-0x4)+0x567)+0x8)+0x9)
1433	(((((0x1-0x2)+0x34)+0x567)+0x8)-0x9)
1434	((((0x1*0x2)*0x345)-0x67)-0x89)
1435	(((0x1+(0x2*0x345))-0x67)-0x89)
1436	((((0x12+0x34)+0x567)-0x8)-0x9)
1437	(((0x1*0x234)-0x56)+(0x7*0x89))
1438	(((0x1+0x234)-0x56)+(0x7*0x89))
1439	(((((0x1*0x23)+0x4)+0x567)+0x8)+0x9)
1440	(((((0x1+0x23)+0x4)+0x567)+0x8)+0x9)
1441	((((0x123+0x4)*0x5)+0x67)-0x89)
1442	(((((0x12*0x3)+0x4)+0x567)-0x8)+0x9)
1443	((((0x123-0x45)*0x6)+0x78)-0x9)
1444	(((((0x12-0x3)*0x4)+0x567)-0x8)+0x9)
1445	(((((0x1*0x23)*0x4)+0x56)*0x7)-0x89)
1446	(((0x123+0x45)+0x6)+(0x78*0x9))
1447	(0x123+(((0x45+0x6)-0x7)*(0x8+0x9)))
1448	(((0x123+0x456)+(0x7*0x8))-0x9)
1449	(((((0x1-0x23)+0x45)+0x6)+0x78)*0x9)
1450	(((((0x12*0x3)-0x4)+0x567)+0x8)+0x9)
1451	(((((0x1-0x2)+0x34)+0x567)+0x8)+0x9)
1452	(((0x1-0x234)+0x56)+0x789)
1453	(((0x123-0x4)+0x56)+(0x78*0x9))
1454	((((0x12+0x34)+0x567)-0x8)+0x9)
1455	(((((0x1+0x2)+0x34)+0x567)+0x8)+0x9)
1456	((0x1+(0x2*((0x345+0x6)-0x78)))+0x9)
1457	(((((0x1-0x23)-0x4)*0x5)+0x678)-0x9)
1458	(((0x12-(0x3*0x45))+0x678)-0x9)
1459	((((0x123-0x45)+0x6)*0x7)-0x89)
1460	(((((0x12-0x3)*0x4)+0x567)+0x8)+0x9)
1461	((((0x123-0x45)*0x6)+0x78)+0x9)
1462	((((0x12*0x3)*0x4)+0x567)-0x89)
1463	((((0x12-0x3)+0x45)*0x6)+(0x7*0x89))
1464	(((((0x123+0x4)-0x56)*0x7)-0x8)+0x9)
1465	((0x1+0x234)+(((0x5+0x67)-0x8)*0x9))
1466	(((0x123+0x456)+(0x7*0x8))+0x9)
1467	((((0x1-0x2)-0x34)+0x567)+0x89)
1468	((((0x1-0x2)*0x34)+0x567)+0x89)
1469	((((0x123-0x4)*0x5)-0x67)+0x89)
1470	((((0x1*0x2)-0x34)+0x567)+0x89)
1471	((((0x1+0x2)-0x34)+0x567)+0x89)
1472	((((0x12+0x3)-0x4)+0x567)+(0x8*0x9))
1473	(((0x12*0x3)*(0x45-0x6))-0x789)
1474	((((0x1+(0x2*0x34))+0x56)*0x7)+0x89)
1475	(((((0x1-0x23)-0x4)*0x5)+0x678)+0x9)
1476	((((0x123-0x45)*0x6)+0x7)+0x89)
1477	((((0x12-0x34)*0x5)+0x678)-0x9)
1478	(((0x12*0x3)+(0x4*0x56))+(0x78*0x9))
1479	((((0x12+(0x3*0x45))*0x6)+0x78)+0x9)
1480	(((0x123+0x456)+0x7)+(0x8*0x9))
1481	(((0x1-0x23)-(0x45*0x6))+0x789)
1482	((((0x1-0x23)-0x4)+0x567)+0x89)
1483	((((0x12+0x3)*0x45)-0x67)+0x89)
1484	(((((0x12+0x3)*0x4)+0x567)+0x8)+0x9)
1485	((((0x1*0x234)+0x5)*0x6)-0x789)
1486	(((0x12-0x34)+0x567)+0x89)
1487	((0x123-0x4)+(0x5*(0x67+0x89)))
1488	(((((0x1*0x2)*0x34)+0x567)-0x8)+0x9)
1489	((((0x1*0x23)+0x45)*(0x6+0x7))+0x89)
1490	((((0x1-0x23)+0x4)+0x567)+0x89)
1491	((((0x1+0x234)+0x5)*0x6)-0x789)
1492	((((0x12*(0x3+0x4))+0x567)-0x8)-0x9)
1493	(((0x1*0x2)*((0x345-0x67)+0x8))+0x9)
1494	((0x123+0x45)+((0x6+0x78)*0x9))
1495	((((0x12-0x34)*0x5)+0x678)+0x9)
1496	((0x12-0x34)*((0x56+0x7)-0x89))
1497	(((((0x1-0x2)*0x3)-0x45)*0x6)+0x789)
1498	(((0x123-0x4)*0x5)+(((0x6-0x7)+0x8)*0x9))
1499	(((((0x1*0x2)-0x3)-0x4)*0x56)+0x789)
1500	((((0x1-(0x2*0x3))*0x4)+0x567)+0x89)
1501	(((0x1-((0x2+0x3)*0x4))+0x567)+0x89)
1502	(((0x12*(0x3-0x4))+0x567)+0x89)
1503	(((((0x123-0x4)+0x5)-0x67)*0x8)-0x9)
1504	(((((0x1*0x2)*0x34)+0x567)+0x8)+0x9)
1505	(((((0x12-0x3)+0x4)*0x56)-0x78)-0x9)
1506	(((((0x1*0x23)*0x4)+0x567)-0x8)-0x9)
1507	(((((0x1*0x2)*0x34)-0x56)-0x7)*0x89)
1508	(((((0x1-0x2)*0x3)*0x4)+0x567)+0x89)
1509	((((0x123+0x4)*0x5)-0x67)+0x89)
1510	(((((0x1+0x23)*0x4)+0x567)-0x8)-0x9)
1511	((((0x1+0x23)+0x4)*0x56)-0x789)
1512	(((0x123+0x456)+0x78)-0x9)
1513	(((((0x1-0x2)*0x3)-0x4)+0x567)+0x89)
1514	((((0x1*0x2)-0x3)-(0x45*0x6))+0x789)
1515	((0x12-((0x3+0x45)*0x6))+0x789)
1516	(((((0x1*0x2)-0x3)*0x4)+0x567)+0x89)
1517	((((0x1+0x2)*(0x3-0x4))+0x567)+0x89)
1518	(((((0x1-0x2)+0x3)-0x4)+0x567)+0x89)
1519	((((0x1*0x2)+0x3)*(0x4-0x56))+0x789)
1520	((0x123+0x456)+(0x7*(0x8+0x9)))
1521	((0x12+0x345)+(0x6*(0x78-0x9)))
1522	(((((0x1*0x2)*0x3)-0x4)+0x567)+0x89)
1523	(((((0x1*0x2)-0x3)+0x4)+0x567)+0x89)
1524	(((((0x1*0x2)*0x345)-0x6)-0x7)-0x89)
1525	(((0x12+0x34)+0x567)+(0x8*0x9))
1526	(((0x12-(0x3*0x4))+0x567)+0x89)
1527	(((((0x1-0x2)+0x3)-0x45)*0x6)+0x789)
1528	(((((0x1+0x23)*0x4)+0x567)-0x8)+0x9)
1529	(((((0x1*0x2)+0x3)+0x4)+0x567)+0x89)
1530	(((0x123+0x456)+0x78)+0x9)
1531	(((0x123+0x456)-0x7)+0x89)
1532	((((0x1*0x2)*(0x345-0x6))+0x7)-0x89)
1533	(((0x123-0x4)+0x567)-0x89)
1534	(((((0x1-0x23)*0x4)+0x5)+0x678)+0x9)
1535	(((((0x12+0x3)*0x45)+0x67)-0x8)-0x9)
1536	(((0x12*(0x3+0x45))+0x67)+0x89)
1537	((((0x12+0x3)-0x4)+0x567)+0x89)
1538	((0x12-((0x3-0x4)*0x567))+0x89)
1539	((((0x12-0x3)+0x4)+0x567)+0x89)
1540	(((((0x1*0x2)+0x3)*0x4)+0x567)+0x89)
1541	(((0x123+0x4)+0x567)-0x89)
1542	(((0x123*0x4)+(0x5*0x67))-0x89)
1543	(((((0x123-0x4)-0x56)-0x7)*0x8)-0x9)
1544	((((0x1-0x23)-0x45)+0x678)-0x9)
1545	(((0x123+0x456)+0x7)+0x89)
1546	((((0x1+0x2)*0x345)-0x6)-(0x7*0x89))
1547	((((0x1-0x2)+0x345)+(0x6*0x78))-0x9)
1548	((((0x12-0x34)+0x56)+0x78)*0x9)
1549	((((0x1-(0x2*0x34))+0x5)+0x678)-0x9)
1550	(((0x1*0x23)-(0x45*0x6))+0x789)
1551	((((0x1*0x23)-0x4)+0x567)+0x89)
1552	((((0x1+0x23)-0x4)+0x567)+0x89)
1553	(((((0x12+0x3)*0x45)+0x67)-0x8)+0x9)
1554	(((((0x1*0x2)*0x345)-0x67)-0x8)-0x9)
1555	(((0x12-0x34)*(0x5+0x6))+0x789)
1556	(((((0x1+0x2)*0x3)*0x4)+0x567)+0x89)
1557	((0x12*((0x34-0x56)+0x78))+0x9)
1558	(((0x1*0x234)-0x56)+(0x78*0x9))
1559	((((0x1*0x23)+0x4)+0x567)+0x89)
1560	((((0x1+0x23)+0x4)+0x567)+0x89)
1561	(((((0x123+0x4)*0x5)+0x67)-0x8)-0x9)
1562	((((0x1-0x23)-0x45)+0x678)+0x9)
1563	(((((0x123-0x4)-0x5)*0x6)-0x78)-0x9)
1564	(((0x1+0x2)*(0x34+(0x5*0x67)))-0x89)
1565	((((0x1-0x2)+0x345)+(0x6*0x78))+0x9)
1566	(((0x12+0x345)+(0x6*0x78))-0x9)
1567	(((((0x123+0x4)+0x5)-0x67)*0x8)-0x9)
1568	((((0x1*0x2)+0x345)+(0x6*0x78))+0x9)
1569	(((0x12*0x3)-(0x45*0x6))+0x789)
1570	((((0x12*0x3)-0x4)+0x567)+0x89)
1571	((((0x1-0x2)+0x34)+0x567)+0x89)
1572	(((((0x1*0x2)*0x345)-0x67)-0x8)+0x9)
1573	(((((0x12+0x3)*0x45)-0x6)-0x7)+0x89)
1574	((((0x1*0x2)+0x34)+0x567)+0x89)
1575	((((0x1+0x2)+0x34)+0x567)+0x89)
1576	(((0x1+(0x2*(0x345+0x6)))-0x78)+0x9)
1577	(((((0x1*0x2)-0x3)-0x45)+0x678)-0x9)
1578	((((0x12*0x3)+0x4)+0x567)+0x89)
1579	(((((0x12-0x3)+0x4)-0x5)*0x67)+0x89)
1580	((((0x12-0x3)*0x4)+0x567)+0x89)
1581	(((((0x1-0x2)-0x34)-0x5)*0x6)+0x789)
1582	(((((0x12*0x3)*0x4)+0x567)-0x8)-0x9)
1583	(((((0x1*0x2)+0x3)-0x45)+0x678)-0x9)
1584	(((0x12+0x345)+(0x6*0x78))+0x9)
1585	(((((0x1*0x2)-0x3)*0x4)*0x56)+0x789)
1586	((((0x1*0x23)-0x4)*0x56)-(0x78*0x9))
1587	(((((0x1+0x2)*0x3)-0x45)+0x678)-0x9)
1588	(((0x12*0x34)+(0x5*0x67))+0x89)
1589	(((((0x1-0x2)-0x34)-0x5)+0x678)-0x9)
1590	(((0x12+0x34)+0x567)+0x89)
1591	(((((0x12+0x3)-0x4)*0x56)+0x78)+0x9)
1592	(((((0x1*0x2)-0x34)-0x5)+0x678)-0x9)
1593	((((0x12-0x3)-0x45)+0x678)-0x9)
1594	((0x123+(0x4*0x56))+(0x7*0x89))
1595	(((((0x1*0x2)-0x3)-0x45)+0x678)+0x9)
1596	(((((0x1*0x2)-0x3)*0x45)+0x678)+0x9)
1597	(((((0x123-0x45)+0x6)*0x7)-0x8)+0x9)
1598	(((0x123-0x4)+0x567)-(0x8*0x9))
1599	((((0x12+0x3)-0x45)+0x678)-0x9)
1600	((((0x123+0x4)-0x56)*0x7)+0x89)
1601	(((((0x1*0x2)+0x3)-0x45)+0x678)+0x9)
1602	(((((0x1*0x2)*0x3)-0x45)+0x678)+0x9)
1603	(((((0x1+0x2)-0x34)+0x5)+0x678)-0x9)
1604	((((0x12+0x3)*0x4)+0x567)+0x89)
1605	((((0x12-0x3)-0x45)*0x6)+0x789)
1606	(((0x12+0x3)-(0x4*0x56))+0x789)
1607	(0x1+(0x2*((0x345+0x67)-0x89)))
1608	((((0x12-0x34)-0x5)+0x678)-0x9)
1609	(((0x1*0x234)+0x56)+(0x7*0x89))
1610	(((0x1+0x234)+0x56)+(0x7*0x89))
1611	((((0x12-0x3)-0x45)+0x678)+0x9)
1612	(((((0x1-0x23)+0x4)-0x5)+0x678)-0x9)
1613	((((0x1*0x23)-0x45)+0x678)-0x9)
1614	((((0x1+0x23)-0x45)+0x678)-0x9)
1615	(((0x1+0x234)-(0x5*0x6))+(0x78*0x9))
1616	(0x12-((0x34-0x5)*(0x67-0x89)))
1617	((((0x12+0x3)-0x45)+0x678)+0x9)
1618	((((0x12-0x34)+0x5)+0x678)-0x9)
1619	(((0x1*0x2)+0x345)-(0x6*(0x7-0x89)))
1620	(((0x1*0x23)-(0x4*0x56))+0x789)
1621	(((0x1+0x23)-(0x4*0x56))+0x789)
1622	(((((0x1-0x23)+0x4)+0x5)+0x678)-0x9)
1623	(((((0x123-0x4)+0x5)*0x6)-0x78)-0x9)
1624	((((0x1*0x2)*0x34)+0x567)+0x89)
1625	(((0x1+(0x2*0x34))+0x567)+0x89)
1626	((((0x12-0x34)-0x5)+0x678)+0x9)
1627	(((0x12*(0x3-0x4))*(0x5-0x67))-0x89)
1628	((((0x12+0x3)*0x45)+(0x6*0x7))+0x89)
1629	(((0x123*0x4)+(0x56*0x7))-0x89)
1630	((0x1-(0x2*(0x345-0x678)))-0x9)
1631	((((0x1*0x23)-0x45)+0x678)+0x9)
1632	((((0x1+0x23)-0x45)+0x678)+0x9)
1633	(0x1-(0x2*((0x3+0x456)-0x789)))
1634	(((0x123+0x4)*(0x5-0x6))+0x789)
1635	((0x12+0x345)-(0x6*(0x7-0x89)))
1636	((((0x12-0x34)+0x5)+0x678)+0x9)
1637	((0x123-0x4)+(((0x5*0x6)+0x78)*0x9))
1638	(0x12*(((0x34+0x5)-0x67)+0x89))
1639	(((0x12*0x3)-(0x4*0x56))+0x789)
1640	((((0x1*0x2)*0x345)+0x67)-0x89)
1641	((((0x12+0x3)-0x45)*0x6)+0x789)
1642	(((0x123-0x4)*(0x5-0x6))+0x789)
1643	((((0x1*0x2)*0x345)-0x67)+(0x8*0x9))
1644	(((0x123*(0x4-0x5))+0x6)+0x789)
1645	(0x1+(0x2*((0x3-0x456)+0x789)))
1646	(((0x12*(0x3+0x4))+0x567)+0x89)
1647	(((((0x1*0x23)+0x45)+0x67)*0x8)-0x9)
1648	((0x1-(0x2*(0x345-0x678)))+0x9)
1649	((((0x123-0x45)-0x6)*0x7)+0x89)
1650	((((0x12*0x3)-0x45)+0x678)+0x9)
1651	((((0x1+0x23)*0x45)-(0x67*0x8))-0x9)
1652	((((0x12*(0x3-0x4))+0x5)+0x678)+0x9)
1653	((((0x123-0x4)+0x567)-0x8)-0x9)
1654	((0x1-(0x2*(0x34+0x56)))+0x789)
1655	(((((0x1+0x23)+0x45)+0x67)*0x8)-0x9)
1656	(((((0x123+0x4)+0x5)*0x6)-0x7)-0x89)
1657	(0x1-(0x2*((0x345-0x678)-0x9)))
1658	((0x123+((0x45+0x67)*0x8))-0x9)
1659	(((((0x1*0x2)-0x34)+0x5)*0x6)+0x789)
1660	((((0x1*0x23)*0x4)+0x567)+0x89)
1661	((((0x123+0x4)+0x567)-0x8)-0x9)
1662	((((0x1*0x23)-(0x4*0x5))+0x678)-0x9)
1663	(((((0x1-0x2)*0x34)*0x5)-0x6)+0x789)
1664	((((0x1+0x23)*0x4)+0x567)+0x89)
1665	((0x12-((0x34-0x5)*0x6))+0x789)
1666	((((0x1+0x2)-(0x34*0x5))-0x6)+0x789)
1667	(((((0x12+0x3)+0x4)-0x5)+0x678)-0x9)
1668	((((0x123-0x45)+0x6)*0x7)+(0x8*0x9))
1669	((((0x123-0x4)+0x567)+0x8)-0x9)
1670	(((0x12+0x345)+(0x67*0x8))-0x9)
1671	((((0x123-0x4)+0x567)-0x8)+0x9)
1672	((((0x1*0x2)+0x345)+(0x67*0x8))+0x9)
1673	(((((0x1*0x2)-0x34)*0x5)-0x6)+0x789)
